base_year,importer_iso,metal,stage,scenario,delta_direct_hhi,delta_origin_hhi,delta_top_chokepoint_share,equal_year_weight
2024,SVN,Aluminium,metal,direct_partner,-0.0287409269325535,0.0005709672597721,-0.059851958518886,0.0007017154420311
2024,BEL,Aluminium,metal,direct_partner,-0.1876498802811096,0.0113379065074713,0.4312431169243986,0.0005520422313996
2024,CHE,Aluminium,metal,direct_partner,-0.1028630475424108,-0.0077433005888937,-0.2514964546131033,0.0005208533324439
2024,IND,Aluminium,metal,direct_partner,-0.1650223797945956,-0.0343901494319678,0.0041793176826581,0.0004570451030621
2024,IDN,Aluminium,metal,direct_partner,-0.1589828290097163,-0.0852573695342686,0.0854216121188359,0.0004261041039903
2024,AZE,Aluminium,metal,direct_partner,-0.5361433894867451,-0.0690676048636986,0.1791183875152115,0.0003406361566986
2024,BGR,Aluminium,metal,direct_partner,-0.1269844090228081,-0.0135481790723232,-0.132450599982639,0.0002774248615882
2024,UZB,Aluminium,metal,direct_partner,-0.4289880306442415,-0.069388668221021,-0.5444044247777005,0.0002536514898018
2024,BGD,Aluminium,metal,direct_partner,-0.3333960443006992,-0.0342427226632897,-0.2418809675126239,0.0002468260036429
2024,CZE,Aluminium,metal,direct_partner,-0.0607207992887846,-0.0028587142132042,0.1743063976230267,0.0002389359821816
2024,HRV,Aluminium,metal,direct_partner,-0.0573980452422395,-0.0124697585835752,0.1838594688156642,0.0001826488645526
2024,PRT,Aluminium,metal,direct_partner,-0.3367287931809629,-0.1444061989084043,0.2879677779880039,0.0001741538790965
2024,SWE,Aluminium,metal,direct_partner,-0.1362698244833325,-0.0542729677017758,0.331089862086084,0.0001391251613396
2024,SAU,Aluminium,metal,direct_partner,-0.2624478239965586,-0.0751886680394929,-0.3718914187878505,0.0001209225383337
2024,SVK,Aluminium,metal,direct_partner,-0.0230947962654632,-0.0115708984825993,0.1717687693600583,9.785142788926416e-05
2024,ARM,Aluminium,metal,direct_partner,-0.7447811542288874,-0.1103369404047325,-0.5416899996192872,8.502499302081684e-05
2024,BHR,Aluminium,metal,direct_partner,-0.3924996460414402,-0.0407143502869059,0.5388370361460949,7.877123252667173e-05
2024,EGY,Aluminium,metal,direct_partner,-0.3460533549148846,-0.0368184698202368,-0.0480350665982854,7.090809244233966e-05
2024,PAK,Aluminium,metal,direct_partner,-0.1199846285022444,-0.0336487279365843,-0.250771481081654,6.405671452249069e-05
2024,AUS,Aluminium,metal,direct_partner,-0.6880843117900832,-0.0321781096956124,-0.7278354926475794,4.361724001918727e-05
2024,TZA,Aluminium,metal,direct_partner,-0.0468601762974774,-0.0264013044533797,-0.1356078412150144,4.0294098692013774e-05
2024,NGA,Aluminium,metal,direct_partner,-0.3194057187817237,-0.0547764435704767,-0.2829106135461048,3.66070808648403e-05
2024,RUS,Aluminium,metal,direct_partner,-0.6835596763895933,-0.1127994562273449,-0.2547282245185064,2.8688507384425114e-05
2024,KEN,Aluminium,metal,direct_partner,-0.2092996915314777,-0.0404933095252036,-0.1738885932716667,2.495142562630146e-05
2024,NPL,Aluminium,metal,direct_partner,0.0,0.0,0.0,2.437732275480048e-05
2024,LKA,Aluminium,metal,direct_partner,-0.126941459538066,-0.0239895749623836,0.0304558551886812,2.292927186235533e-05
2024,BLR,Aluminium,metal,direct_partner,-0.4997068929554554,-0.0890979223679325,-0.4998532746720762,2.199715357170103e-05
2024,USA,Aluminium,metal,integrated,-0.2110519378302114,-0.002966661114592,-0.09546350285879,0.0131625962559196
2024,CHN,Aluminium,metal,integrated,-0.3410143634136078,-0.0393250435996302,-0.6281110071520699,0.0107949358430656
2024,KOR,Aluminium,metal,integrated,-0.1166110816545888,-0.0265919341852835,-0.0108780494680864,0.0060252530390472
2024,TUR,Aluminium,metal,integrated,-0.0601990168574728,-0.0250340134450939,-0.2405310796410861,0.0057367817894488
2024,JPN,Aluminium,metal,integrated,-0.0425537155267948,-0.0291191383594044,-0.1398290480750362,0.0054250136394599
2024,NLD,Aluminium,metal,integrated,-0.0887712806849195,-0.0322275670093802,-0.1873263911390599,0.0044676260861716
2024,DEU,Aluminium,metal,integrated,-0.0429906974108506,-0.0043148367178617,-0.2974792930476875,0.0040513111172729
2024,ITA,Aluminium,metal,integrated,-0.0311072256100578,-0.0058772586355109,-0.2748101434877056,0.0036081838253227
2024,MYS,Aluminium,metal,integrated,-0.0785866279175045,-0.0113075408253899,-0.1191294902858316,0.002770115066269
2024,VNM,Aluminium,metal,integrated,-0.126706390838882,-0.0170539409586461,-0.2995912882572606,0.0020780076915158
2024,MEX,Aluminium,metal,integrated,-0.2331516192239243,-0.0592471827057896,-0.4960651647899772,0.001926733311915
2024,THA,Aluminium,metal,integrated,-0.0507463292211403,-0.0289648871286867,-0.2412666492286199,0.0018716784280083
2024,GRC,Aluminium,metal,integrated,-0.0659392371650473,-0.0098023190350096,-0.3365083848254647,0.0016699170853279
2024,GBR,Aluminium,metal,integrated,-0.19311566957918,-0.0343794025064339,-0.3302256915215861,0.0012021044489038
2024,AUT,Aluminium,metal,integrated,-0.2154332891282155,-0.0158871905037374,-0.0638797476995697,0.0012005882911453
2024,ESP,Aluminium,metal,integrated,-0.0536884467004793,-0.0189380069574763,-0.2145111149278594,0.0010311410557635
2024,POL,Aluminium,metal,integrated,0.0063600309711409,0.007179785075399,-0.1790148543116275,0.0009560787913864
2024,SGP,Aluminium,metal,integrated,-0.5393451105453817,-0.1025282822781433,-0.3673344573057356,0.0008509490673428
2024,FRA,Aluminium,metal,integrated,-0.0290457767045198,-0.0055353139835555,-0.2457642522878563,0.0007667872578742
2024,HUN,Aluminium,metal,integrated,-0.2483723766787366,-0.0161226997030496,-1.117064476999471e-05,0.0007239655691312
2024,SVN,Aluminium,metal,integrated,-0.0206563396233983,0.0030383250845048,-0.1960685996955598,0.0007017154420311
2024,BEL,Aluminium,metal,integrated,-0.0998032786540629,0.0305357826979802,-0.2436859399417523,0.0005520422313996
2024,CHE,Aluminium,metal,integrated,-0.069505896742813,-0.0157131464712731,-0.3832629103080381,0.0005208533324439
2024,IND,Aluminium,metal,integrated,-0.1237432783821802,-0.0315558205348695,-0.1516868170393471,0.0004570451030621
2024,IDN,Aluminium,metal,integrated,-0.0540812176477501,-0.0722718630656573,-0.1299513810042123,0.0004261041039903
2024,AZE,Aluminium,metal,integrated,-0.2417154595820037,-0.0472630735599531,-0.1398917738778016,0.0003406361566986
2024,BGR,Aluminium,metal,integrated,-0.1159055357301107,-0.0187469077356237,-0.1882473525327046,0.0002774248615882
2024,UZB,Aluminium,metal,integrated,-0.3813685591668553,-0.0586642388695818,-0.7565575137032243,0.0002536514898018
2024,BGD,Aluminium,metal,integrated,-0.2731091741845308,-0.031303390075331,-0.3830265899807608,0.0002468260036429
2024,CZE,Aluminium,metal,integrated,-0.0389727644072339,0.0098262250403328,-0.1149539628696004,0.0002389359821816
2024,HRV,Aluminium,metal,integrated,-0.0143953531794854,-0.002721480125272,-0.0740321146834624,0.0001826488645526
2024,PRT,Aluminium,metal,integrated,-0.1353538625878336,-0.0932377930912899,-0.0393824313051685,0.0001741538790965
2024,SWE,Aluminium,metal,integrated,-0.045176801179353,-0.0467963541919471,-0.0173638813559842,0.0001391251613396
2024,SAU,Aluminium,metal,integrated,-0.2196461423369797,-0.0749836487209223,-0.4766931843349526,0.0001209225383337
2024,SVK,Aluminium,metal,integrated,0.0082508719009579,-0.0027592516818696,-0.0160072291359342,9.785142788926416e-05
2024,ARM,Aluminium,metal,integrated,-0.7018643034008643,-0.1115895621383824,-0.699853121531405,8.502499302081684e-05
2024,BHR,Aluminium,metal,integrated,-0.2556071377330307,-0.0281081092201631,-0.0007131285131831,7.877123252667173e-05
2024,EGY,Aluminium,metal,integrated,-0.2962365196108036,-0.0437743061502071,-0.2711122711892548,7.090809244233966e-05
2024,PAK,Aluminium,metal,integrated,-0.0845778496158883,-0.0317188328337906,-0.3045637258138573,6.405671452249069e-05
2024,AUS,Aluminium,metal,integrated,-0.6750772152774087,-0.0379695165051745,-0.7820271437076436,4.361724001918727e-05
2024,TZA,Aluminium,metal,integrated,-0.0276435043603844,-0.0231449761301216,-0.2482899154623266,4.0294098692013774e-05
2024,NGA,Aluminium,metal,integrated,-0.258370117657814,-0.0521649314010843,-0.3725910897297477,3.66070808648403e-05
2024,RUS,Aluminium,metal,integrated,-0.5728197320405571,-0.1143236033419888,-0.5387464754121256,2.8688507384425114e-05
2024,KEN,Aluminium,metal,integrated,-0.1481545600631916,-0.0353917161853829,-0.269513932900734,2.495142562630146e-05
2024,NPL,Aluminium,metal,integrated,0.0,0.0,0.0,2.437732275480048e-05
2024,LKA,Aluminium,metal,integrated,-0.0498274309056437,-0.0266810033033529,-0.0777055932202544,2.292927186235533e-05
2024,BLR,Aluminium,metal,integrated,-0.4546634396232318,-0.0810228157070493,-0.649925829739088,2.199715357170103e-05
2024,USA,Aluminium,ore,direct_partner,-0.1464001728465916,-0.1101160957322062,-0.0210688112248716,0.0003696816345527
2024,CAN,Aluminium,ore,direct_partner,-0.2259676764919889,-0.1854114310274762,-0.1611107397408694,0.0002686910913569
2024,GRC,Aluminium,ore,direct_partner,-0.1885804935923228,-0.134164667475347,-0.1957944640899565,0.0001460399513019
2024,FRA,Aluminium,ore,direct_partner,-0.0833303460261404,-0.0584141772971869,-0.0642963692885599,8.449213479231086e-05
2024,KOR,Aluminium,ore,direct_partner,-0.4294582062769358,-0.394399435805134,0.2372507835257932,7.768845636593181e-05
2024,NLD,Aluminium,ore,direct_partner,-0.2979005935387473,-0.2485345250269865,0.1550404172599463,7.644406845597855e-05
2024,SAU,Aluminium,ore,direct_partner,-0.7306947756914552,-0.6262216322250053,-0.4145324105773248,7.100103547891746e-05
2024,TUR,Aluminium,ore,direct_partner,-0.415036494492189,-0.3936627736636362,-0.3089720500866149,5.146452496470031e-05
2024,POL,Aluminium,ore,direct_partner,-0.0887693013088408,-0.0264186400654176,0.2600723366035423,4.3757080215364544e-05
2024,JPN,Aluminium,ore,direct_partner,-0.4917842730122131,-0.4478168012777335,-0.05483308407207,3.448770211273195e-05
2024,DNK,Aluminium,ore,direct_partner,-0.6604085683717726,-0.5996208140022545,-0.1769228771051908,3.025875776893064e-05
2024,MEX,Aluminium,ore,direct_partner,-0.2361719664947962,-0.1779908669764636,0.1333148571243013,2.8865118733423225e-05
2024,ITA,Aluminium,ore,direct_partner,-0.1727839359759097,-0.1056313850200032,-0.0556295701166399,2.5838666425374983e-05
2024,HRV,Aluminium,ore,direct_partner,-0.2232452731568551,-0.1971196465392766,-0.132083161433066,2.2439328918988373e-05
2024,USA,Aluminium,ore,integrated,-0.1188470911426334,-0.0955618099859871,-0.2618068281233369,0.0003696816345527
2024,CAN,Aluminium,ore,integrated,-0.2009920309001772,-0.1805521053436597,-0.3599757729533821,0.0002686910913569
2024,GRC,Aluminium,ore,integrated,-0.145075183542773,-0.1143648539664286,-0.4124606474747958,0.0001460399513019
2024,FRA,Aluminium,ore,integrated,-0.0586628154673983,-0.0493058144592648,-0.3435884105992957,8.449213479231086e-05
2024,KOR,Aluminium,ore,integrated,-0.3036229593506864,-0.2831326518140459,-0.000582344106133,7.768845636593181e-05
2024,NLD,Aluminium,ore,integrated,-0.3077983129517117,-0.26217757446238,-0.2703944454056223,7.644406845597855e-05
2024,SAU,Aluminium,ore,integrated,-0.6640405440148098,-0.5700914670158029,-0.4842900331542413,7.100103547891746e-05
2024,TUR,Aluminium,ore,integrated,-0.4124521014430923,-0.3904728167878567,-0.4264295376678358,5.146452496470031e-05
2024,POL,Aluminium,ore,integrated,-0.0654662544878297,-0.0138277479273559,-0.2196015165647739,4.3757080215364544e-05
2024,JPN,Aluminium,ore,integrated,-0.4019139683669396,-0.3643611878550817,-0.2218975018503304,3.448770211273195e-05
2024,DNK,Aluminium,ore,integrated,-0.627873147830815,-0.6733457630343442,-0.6513660543894585,3.025875776893064e-05
2024,MEX,Aluminium,ore,integrated,-0.1830110365352877,-0.1388166413406029,-0.2634732265100216,2.8865118733423225e-05
2024,ITA,Aluminium,ore,integrated,-0.1475886486554678,-0.0914243379094665,-0.259831548478817,2.5838666425374983e-05
2024,HRV,Aluminium,ore,integrated,-0.1719253727550184,-0.1786356488335133,-0.3234428490322387,2.2439328918988373e-05
2012,USA,Aluminium,metal,direct_partner,-0.3337546541054085,0.0067570969295814,0.1828959664056873,0.011334470797031
2012,JPN,Aluminium,metal,direct_partner,-0.1132266582727191,-0.0235711851746398,0.2277602563055774,0.0107735272549823
2012,NLD,Aluminium,metal,direct_partner,-0.2322226648162042,0.0022524677174402,0.5678646473053577,0.0077018631923928
2012,KOR,Aluminium,metal,direct_partner,-0.1162712261932135,-0.0258909148528594,0.0171405086234804,0.0065574947368092
2012,DEU,Aluminium,metal,direct_partner,-0.142336320350691,-0.0055034015118243,0.3797862062424944,0.0050630171921904
2012,TUR,Aluminium,metal,direct_partner,-0.2980326040676532,-0.0225148857279857,-0.0939296034066254,0.0039523633694886
2012,CHN,Aluminium,metal,direct_partner,-0.0899747178863172,-0.0271517333244145,-0.00776004230925,0.0028260336611216
2012,ITA,Aluminium,metal,direct_partner,-0.105648021433386,0.013129567940054,0.0087828700567322,0.0024445772494161
2012,MYS,Aluminium,metal,direct_partner,-0.096039994000034,-0.0383766106473737,-0.0076104625079378,0.0018592025360271
2012,MEX,Aluminium,metal,direct_partner,-0.1449660596149501,0.0009992946121814,0.2648463560082649,0.0017139477173473
2012,IDN,Aluminium,metal,direct_partner,-0.1517897129732374,-0.0333428032361314,0.111927943857122,0.0016683700605925
2012,THA,Aluminium,metal,direct_partner,-0.1961992943804379,-0.061201021941547,-0.1539968379255956,0.0016027054571626
2012,CHE,Aluminium,metal,direct_partner,-0.2628891785765442,-0.0471639136503472,-0.3622110895465533,0.0014070887372991
2012,GBR,Aluminium,metal,direct_partner,-0.0798681157258584,0.0061492101339656,0.3061394300042496,0.0010930624303727
2012,IND,Aluminium,metal,direct_partner,-0.1237922442555053,-0.0222638948000463,0.0024886884901813,0.0010467681041693
2012,FRA,Aluminium,metal,direct_partner,-0.0558600778061426,-0.0016823429381175,0.1110574800071242,0.0009516900491528
2012,ESP,Aluminium,metal,direct_partner,-0.3825336018647023,-0.024422061302248,-0.338527817985781,0.0008003961852474
2012,GRC,Aluminium,metal,direct_partner,-0.1209112229058555,-0.0014211796491389,-0.011583312192791,0.0007898029486146
2012,HUN,Aluminium,metal,direct_partner,-0.1943638810254823,-0.0120811741261055,0.1660859761640193,0.0007831141047224
2012,HRV,Aluminium,metal,direct_partner,-0.1970178155135468,-0.011712716284175,0.181681631421381,0.000696260019468
2012,VNM,Aluminium,metal,direct_partner,-0.1045808012673363,-0.0066432134248482,-0.3452551090154535,0.0005737987768032
2012,RUS,Aluminium,metal,direct_partner,-0.7429453895018816,-0.0974272808966019,-0.1509886771674233,0.0005469913854084
2012,SGP,Aluminium,metal,direct_partner,-0.1047555009048448,-0.0432482741047168,-0.0127993931774367,0.0005452381468333
2012,POL,Aluminium,metal,direct_partner,-0.1615140914382082,0.00179987312841,0.3801180709731222,0.0005270552830633
2012,BGR,Aluminium,metal,direct_partner,-0.4595151976793777,-0.0509615297114819,-0.3057025043809384,0.0002948224615591
2012,BGD,Aluminium,metal,direct_partner,-0.2176076688325414,-0.0020326539758069,0.0061947112733494,0.0002606481640559
2012,SWE,Aluminium,metal,direct_partner,-0.6609031639046768,-0.0893240474787772,0.2483308883336629,0.0002318490126435
2012,UKR,Aluminium,metal,direct_partner,-0.3630856420729175,-0.0478146192316973,-0.2582410528593914,0.0001928422429773
2012,ARM,Aluminium,metal,direct_partner,-0.7391702846519052,-0.1223730251060159,-0.5992358431846955,0.0001651153877216
2012,COL,Aluminium,metal,direct_partner,-0.3086402392431658,-0.0646372338110622,-0.259338480449213,0.0001612436445777
2012,ISR,Aluminium,metal,direct_partner,-0.0732270138432794,0.0115411346200036,-0.0648858035606844,0.0001609781212394
2012,PRT,Aluminium,metal,direct_partner,-0.726359599730983,-0.0978036607813087,0.3825870057092309,0.0001356287883904
2012,PAK,Aluminium,metal,direct_partner,-0.2541711011657599,-0.0729535395176779,-0.3536392858105472,0.0001124524710679
2012,TUN,Aluminium,metal,direct_partner,-0.5683098950271376,-0.0117773852276481,-0.3630796723157873,0.0001039520488523
2012,BLR,Aluminium,metal,direct_partner,-0.1987660545617482,-0.0403471938275771,-0.0399789035059538,0.0001028410390209
2012,UZB,Aluminium,metal,direct_partner,-0.7232433912526013,-0.1060947257251733,0.165812768986146,9.611798020478754e-05
2012,CAN,Aluminium,metal,direct_partner,-0.5720915540370177,-0.0341091926906302,0.5937832858689245,7.146115128167969e-05
2012,NZL,Aluminium,metal,direct_partner,-0.2868614173274172,-0.0604650233924478,-0.1527543489797286,6.54359122428e-05
2012,JOR,Aluminium,metal,direct_partner,-0.4372006798960112,-0.1083814748458654,-0.2906157648371358,3.9363711249158544e-05
2012,USA,Aluminium,metal,integrated,-0.2181508351762524,0.0099232193936402,-0.2062878358845003,0.011334470797031
2012,JPN,Aluminium,metal,integrated,-0.0370573642796646,0.0034306127709755,-0.2415361395007037,0.0107735272549823
2012,NLD,Aluminium,metal,integrated,-0.0999734455515288,-0.0062825403471478,-0.2339981171246766,0.0077018631923928
2012,KOR,Aluminium,metal,integrated,-0.0747189831312517,-0.0122027605698306,-0.2714578692086322,0.0065574947368092
2012,DEU,Aluminium,metal,integrated,-0.0587544780434923,-0.0099403192821051,-0.1314048777340019,0.0050630171921904
2012,TUR,Aluminium,metal,integrated,-0.264175244714196,-0.0428420978661787,-0.3242855975189347,0.0039523633694886
2012,CHN,Aluminium,metal,integrated,-0.0462382988517597,-0.027412375496287,-0.3460190126547708,0.0028260336611216
2012,ITA,Aluminium,metal,integrated,-0.0764411572507381,-0.0102017663035003,-0.2132479809794533,0.0024445772494161
2012,MYS,Aluminium,metal,integrated,-0.0618562380253572,-0.0412989613338244,-0.1360079739966398,0.0018592025360271
2012,MEX,Aluminium,metal,integrated,-0.0776368526862041,0.0009443276579203,-0.1346984540602162,0.0017139477173473
2012,IDN,Aluminium,metal,integrated,-0.0533245698986747,-0.0113752225143408,-0.0570754562476166,0.0016683700605925
2012,THA,Aluminium,metal,integrated,-0.143160472523284,-0.0755435348251371,-0.4523584654701928,0.0016027054571626
2012,CHE,Aluminium,metal,integrated,-0.2457585416653998,-0.0652764372564868,-0.4769793666869878,0.0014070887372991
2012,GBR,Aluminium,metal,integrated,-0.0432571380594311,0.008183363104434,-0.238271799132857,0.0010930624303727
2012,IND,Aluminium,metal,integrated,-0.075351704345006,-0.0216084719988284,-0.1507209530426551,0.0010467681041693
2012,FRA,Aluminium,metal,integrated,-0.0327477589389535,-0.0035723692079315,-0.1504928302346429,0.0009516900491528
2012,ESP,Aluminium,metal,integrated,-0.3642495252963641,-0.0474650408629056,-0.4400195757727706,0.0008003961852474
2012,GRC,Aluminium,metal,integrated,-0.1135806116751463,-0.0107552513425254,-0.1495843516101855,0.0007898029486146
2012,HUN,Aluminium,metal,integrated,-0.1296074030590735,-0.0147653718684881,-0.0002865550741126,0.0007831141047224
2012,HRV,Aluminium,metal,integrated,-0.1335091846496852,-0.0202623751910571,-0.0322475624012938,0.000696260019468
2012,VNM,Aluminium,metal,integrated,-0.0679441181700956,-0.0030315080063444,-0.4686497547343032,0.0005737987768032
2012,RUS,Aluminium,metal,integrated,-0.641506768519594,-0.1074500855025983,-0.4523608899391951,0.0005469913854084
2012,SGP,Aluminium,metal,integrated,-0.0785583381865355,-0.0550487962651981,-0.1282115102365314,0.0005452381468333
2012,POL,Aluminium,metal,integrated,-0.0718590241577136,-0.009014157003508,-0.0907984856639349,0.0005270552830633
2012,BGR,Aluminium,metal,integrated,-0.4521793554201629,-0.061549739169699,-0.3499075323820157,0.0002948224615591
2012,BGD,Aluminium,metal,integrated,-0.081684351277472,0.0041626735728979,-0.3402659301403767,0.0002606481640559
2012,SWE,Aluminium,metal,integrated,-0.5745743456205594,-0.0870840168690934,-0.0076063415370442,0.0002318490126435
2012,UKR,Aluminium,metal,integrated,-0.3662605764700154,-0.0571685302465418,-0.4195143475078902,0.0001928422429773
2012,ARM,Aluminium,metal,integrated,-0.7045449969225968,-0.1176371910910419,-0.699549046725443,0.0001651153877216
2012,COL,Aluminium,metal,integrated,-0.2310247228100669,-0.07142587236032,-0.4968107321718663,0.0001612436445777
2012,ISR,Aluminium,metal,integrated,-0.0498453312004399,0.0047315828913123,-0.168186994987007,0.0001609781212394
2012,PRT,Aluminium,metal,integrated,-0.4448045019302775,-0.0681108494096874,-0.0029142839055546,0.0001356287883904
2012,PAK,Aluminium,metal,integrated,-0.2167527933815368,-0.073976901483806,-0.4725158319439687,0.0001124524710679
2012,TUN,Aluminium,metal,integrated,-0.5342895840442503,0.0012203116250176,-0.445343196091109,0.0001039520488523
2012,BLR,Aluminium,metal,integrated,-0.0902139539263561,-0.0238169456722488,-0.2996026623924983,0.0001028410390209
2012,UZB,Aluminium,metal,integrated,-0.5399661655071432,-0.0989857177067628,-0.0397886483634987,9.611798020478754e-05
2012,CAN,Aluminium,metal,integrated,-0.4297537961856806,-0.0030013630904918,-0.0103462392976614,7.146115128167969e-05
2012,NZL,Aluminium,metal,integrated,-0.235012957804444,-0.0567617468297749,-0.1822247130382916,6.54359122428e-05
2012,JOR,Aluminium,metal,integrated,-0.4175877083547633,-0.097157710091632,-0.3468297548039154,3.9363711249158544e-05
2012,CHN,Aluminium,ore,direct_partner,-0.3357961038551388,-0.2980840140899811,0.185538980052614,0.004933911701808
2012,USA,Aluminium,ore,direct_partner,-0.1160005496576229,-0.0833891355785267,-0.4129099086932925,0.0016660591115556
2012,JPN,Aluminium,ore,direct_partner,-0.1334919964236373,-0.0711254637617746,0.1539573655971502,0.000205042306862
2012,ARG,Aluminium,ore,direct_partner,-0.4622361760122754,-0.4242254099199046,0.0,0.0001527844342991
2012,NLD,Aluminium,ore,direct_partner,-0.2994976502635411,-0.252656671319971,0.0979308403073209,0.0001393297793717
2012,ITA,Aluminium,ore,direct_partner,-0.2364218136863889,-0.2042697019534372,-0.0532233182080992,8.410515450977518e-05
2012,KOR,Aluminium,ore,direct_partner,-0.3614530382443282,-0.3353087688688584,0.1735644992345221,8.344861867451771e-05
2012,RUS,Aluminium,ore,direct_partner,-0.2403725271197053,-0.1462481710443645,-0.1458500270486168,5.148741533776456e-05
2012,TUR,Aluminium,ore,direct_partner,-0.4533773867962372,-0.4143843643472649,-0.0318007230848168,4.087811218566483e-05
2012,MEX,Aluminium,ore,direct_partner,-0.1908796658486303,-0.1231212900764771,0.1807211671761895,3.949381499258586e-05
2012,ARE,Aluminium,ore,direct_partner,-0.3267452787767975,-0.3034089657281915,-0.0002960560136938,3.757978286708489e-05
2012,POL,Aluminium,ore,direct_partner,-0.12706678785117,-0.1132446558789851,-0.0636578835623697,3.536515781052569e-05
2012,CHN,Aluminium,ore,integrated,0.0059495504335898,0.0095493089760416,-0.0416990285719391,0.004933911701808
2012,USA,Aluminium,ore,integrated,-0.1017385674475562,-0.0863100914431944,-0.4134574244621847,0.0016660591115556
2012,JPN,Aluminium,ore,integrated,-0.046104988440912,-0.0353675407922312,-0.1079541963681081,0.000205042306862
2012,ARG,Aluminium,ore,integrated,-0.2849890910316336,-0.2604801175991438,0.0,0.0001527844342991
2012,NLD,Aluminium,ore,integrated,-0.3424431829730207,-0.2925471319372021,-0.8021603815973921,0.0001393297793717
2012,ITA,Aluminium,ore,integrated,-0.2628493340788543,-0.2428179730531258,-0.5243707623935483,8.410515450977518e-05
2012,KOR,Aluminium,ore,integrated,-0.1615274254943086,-0.1553927114865297,-0.0075668179719412,8.344861867451771e-05
2012,RUS,Aluminium,ore,integrated,-0.1967141622698135,-0.169514429058329,-0.6437546376007381,5.148741533776456e-05
2012,TUR,Aluminium,ore,integrated,-0.5089736866828822,-0.4742251909330643,-0.6559317182841193,4.087811218566483e-05
2012,MEX,Aluminium,ore,integrated,-0.1585881866392959,-0.1219402040955054,0.0450944408888143,3.949381499258586e-05
2012,ARE,Aluminium,ore,integrated,-0.3966249997012168,-0.3567606072316597,-0.0105568633668791,3.757978286708489e-05
2012,POL,Aluminium,ore,integrated,-0.1288527164693869,-0.1217489991851418,-0.5206284120322319,3.536515781052569e-05
2013,USA,Aluminium,metal,direct_partner,-0.361476697089579,-0.0009791885320943,0.1856575465607403,0.0110377885639078
2013,JPN,Aluminium,metal,direct_partner,-0.1049715047217395,-0.0323272992475172,0.3104609817304572,0.0084932947124713
2013,NLD,Aluminium,metal,direct_partner,-0.2160520355147448,-0.0040975567317439,0.5133420307357057,0.0083999309279822
2013,KOR,Aluminium,metal,direct_partner,-0.115429390009253,-0.0281425967466699,0.0762906879605966,0.005834789397154
2013,DEU,Aluminium,metal,direct_partner,-0.105562660077852,-0.0047693017380829,0.3272745355227621,0.0045019431946675
2013,TUR,Aluminium,metal,direct_partner,-0.1712860065596921,-0.0112713391860803,-0.0037534721486595,0.0040283647343152
2013,ITA,Aluminium,metal,direct_partner,-0.1632493730958714,-0.0020715206677122,-0.0115703090528611,0.0028412734257746
2013,CHN,Aluminium,metal,direct_partner,-0.088763794450783,-0.0281230102876567,-0.0191469611529496,0.0018780201722028
